map_id,seed,axis,model,q,metric,estimate,gate_component,expected_direction
map04,43,S,action_only,0.25,highest_confidence_decile_error_rate,0.27472527472527475,False,diagnostic_only
map04,43,S,action_only,0.25,lowest_confidence_decile_error_rate,0.7208791208791209,False,diagnostic_only
map04,43,C1,action_only,0.25,action_flip::brightness,0.26903664691683127,False,diagnostic_only
map04,43,C1,action_only,0.25,action_flip::blur,0.28066710555189817,False,diagnostic_only
map04,43,C1,action_only,0.25,action_flip::noise,0.28659205617730965,False,diagnostic_only
map04,43,C1,action_only,0.25,action_flip::mean_three,0.2787652695486797,True,increasing
map04,43,A,joint,0.25,macro_f1,0.6196831301941276,True,decreasing
map04,43,A,joint,0.25,micro_f1,0.6530987209384496,False,diagnostic_only
map04,43,A,joint,0.25,per_class_f1::Forward,0.7518884369552585,False,diagnostic_only
map04,43,A,joint,0.25,target_positive_count::Forward,2484,False,diagnostic_only
map04,43,A,joint,0.25,predicted_positive_count::Forward,2679,False,diagnostic_only
map04,43,A,joint,0.25,per_class_f1::Stop,0.6881297616121897,False,diagnostic_only
map04,43,A,joint,0.25,target_positive_count::Stop,2103,False,diagnostic_only
map04,43,A,joint,0.25,predicted_positive_count::Stop,1966,False,diagnostic_only
map04,43,A,joint,0.25,per_class_f1::Left,0.5010799136069114,False,diagnostic_only
map04,43,A,joint,0.25,target_positive_count::Left,1225,False,diagnostic_only
map04,43,A,joint,0.25,predicted_positive_count::Left,1090,False,diagnostic_only
map04,43,A,joint,0.25,per_class_f1::Right,0.5376344086021505,False,diagnostic_only
map04,43,A,joint,0.25,target_positive_count::Right,1339,False,diagnostic_only
map04,43,A,joint,0.25,predicted_positive_count::Right,1265,False,diagnostic_only
map04,43,S,joint,0.25,tie_averaged_aurc,0.39297422250191955,True,increasing
map04,43,S,joint,0.25,canonical_stable_aurc,0.39298502787952233,False,diagnostic_only
map04,43,S,joint,0.25,unsafe_acceptance_rate_90,0.48902974158946855,False,diagnostic_only
map04,43,S,joint,0.25,correctness_auroc,0.6470744835629273,False,diagnostic_only
map04,43,S,joint,0.25,ece,0.3285913191828831,False,diagnostic_only
map04,43,S,joint,0.25,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
map04,43,S,joint,0.25,highest_confidence_decile_error_rate,0.2857142857142857,False,diagnostic_only
map04,43,S,joint,0.25,lowest_confidence_decile_error_rate,0.7032967032967034,False,diagnostic_only
map04,43,C1,joint,0.25,action_flip::brightness,0.2725477287689269,False,diagnostic_only
map04,43,C1,joint,0.25,action_flip::blur,0.29427254772876893,False,diagnostic_only
map04,43,C1,joint,0.25,action_flip::noise,0.2901031380294053,False,diagnostic_only
map04,43,C1,joint,0.25,action_flip::mean_three,0.2856411381757004,True,increasing
map04,43,R,joint,0.25,macro_f1,0.23735629866210714,True,decreasing
map04,43,R,joint,0.25,micro_f1,0.43901904970440114,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::green_light,0.5648241206030151,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::green_light,1574,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::green_light,1411,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::follow,0.42709163346613543,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::follow,667,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::follow,588,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::road_clear,0.3296272073250491,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::road_clear,941,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::road_clear,588,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::red_light,0.51107509454349,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::red_light,1083,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::red_light,768,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::traffic_sign,0.3620309050772627,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::traffic_sign,302,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::traffic_sign,151,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::car,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::car,39,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::car,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::person,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::person,34,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::person,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::rider,0.6304347826086957,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::rider,1037,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::rider,895,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::other_obstacle,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::other_obstacle,89,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::other_obstacle,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::left_lane,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::left_lane,29,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::left_lane,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::left_green_light,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::left_green_light,136,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::left_green_light,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::left_follow,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::left_follow,68,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::left_follow,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::no_left_lane,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::no_left_lane,23,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::no_left_lane,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::left_obstacle,0.011299435028248588,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::left_obstacle,175,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::left_obstacle,2,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::left_solid_line,0.0,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::left_solid_line,69,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::left_solid_line,0,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::right_lane,0.46530612244897956,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::right_lane,860,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::right_lane,610,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::right_green_light,0.3153084539223153,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::right_green_light,897,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::right_green_light,416,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::right_follow,0.3588342440801457,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::right_follow,713,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::right_follow,385,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::no_right_lane,0.5196403218173213,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::no_right_lane,1182,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::no_right_lane,931,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::right_obstacle,0.20742150333016174,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::right_obstacle,826,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::right_obstacle,225,False,diagnostic_only
map04,43,R,joint,0.25,per_class_f1::right_solid_line,0.2815884476534296,False,diagnostic_only
map04,43,R,joint,0.25,target_positive_count::right_solid_line,403,False,diagnostic_only
map04,43,R,joint,0.25,predicted_positive_count::right_solid_line,151,False,diagnostic_only
map04,43,C1,joint,0.25,rationale_jaccard::brightness,0.7280520810474727,False,diagnostic_only
map04,43,C1,joint,0.25,rationale_jaccard::blur,0.7152366322873235,False,diagnostic_only
map04,43,C1,joint,0.25,rationale_jaccard::noise,0.7146206255159514,False,diagnostic_only
map04,43,C1,joint,0.25,rationale_jaccard::mean_three,0.7193031129502492,True,decreasing
map04,43,A,action_only,0.5,macro_f1,0.5282014574970817,True,decreasing
map04,43,A,action_only,0.5,micro_f1,0.5686415148472242,False,diagnostic_only
map04,43,A,action_only,0.5,per_class_f1::Forward,0.6886262352257314,False,diagnostic_only
map04,43,A,action_only,0.5,target_positive_count::Forward,2484,False,diagnostic_only
map04,43,A,action_only,0.5,predicted_positive_count::Forward,2677,False,diagnostic_only
map04,43,A,action_only,0.5,per_class_f1::Stop,0.5919921395234586,False,diagnostic_only
map04,43,A,action_only,0.5,target_positive_count::Stop,2103,False,diagnostic_only
map04,43,A,action_only,0.5,predicted_positive_count::Stop,1968,False,diagnostic_only
map04,43,A,action_only,0.5,per_class_f1::Left,0.3998203054806828,False,diagnostic_only
map04,43,A,action_only,0.5,target_positive_count::Left,1225,False,diagnostic_only
map04,43,A,action_only,0.5,predicted_positive_count::Left,1001,False,diagnostic_only
map04,43,A,action_only,0.5,per_class_f1::Right,0.4323671497584541,False,diagnostic_only
map04,43,A,action_only,0.5,target_positive_count::Right,1339,False,diagnostic_only
map04,43,A,action_only,0.5,predicted_positive_count::Right,1145,False,diagnostic_only
map04,43,S,action_only,0.5,tie_averaged_aurc,0.44088414503270634,True,increasing
map04,43,S,action_only,0.5,canonical_stable_aurc,0.44091110852406534,False,diagnostic_only
map04,43,S,action_only,0.5,unsafe_acceptance_rate_90,0.5092637737688932,False,diagnostic_only
map04,43,S,action_only,0.5,correctness_auroc,0.5964427423138635,False,diagnostic_only
map04,43,S,action_only,0.5,ece,0.32829506601944813,False,diagnostic_only
map04,43,S,action_only,0.5,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
map04,43,S,action_only,0.5,highest_confidence_decile_error_rate,0.3516483516483517,False,diagnostic_only
map04,43,S,action_only,0.5,lowest_confidence_decile_error_rate,0.6615384615384615,False,diagnostic_only
map04,43,C1,action_only,0.5,action_flip::brightness,0.4505156901470265,False,diagnostic_only
map04,43,C1,action_only,0.5,action_flip::blur,0.45709896861970595,False,diagnostic_only
map04,43,C1,action_only,0.5,action_flip::noise,0.456440640772438,False,diagnostic_only
map04,43,C1,action_only,0.5,action_flip::mean_three,0.4546850998463901,True,increasing
map04,43,A,joint,0.5,macro_f1,0.5416555221948597,True,decreasing
map04,43,A,joint,0.5,micro_f1,0.5764963606812239,False,diagnostic_only
map04,43,A,joint,0.5,per_class_f1::Forward,0.684485764090645,False,diagnostic_only
map04,43,A,joint,0.5,target_positive_count::Forward,2484,False,diagnostic_only
map04,43,A,joint,0.5,predicted_positive_count::Forward,2679,False,diagnostic_only
map04,43,A,joint,0.5,per_class_f1::Stop,0.6060457114770214,False,diagnostic_only
map04,43,A,joint,0.5,target_positive_count::Stop,2103,False,diagnostic_only
map04,43,A,joint,0.5,predicted_positive_count::Stop,1966,False,diagnostic_only
map04,43,A,joint,0.5,per_class_f1::Left,0.4267818574514039,False,diagnostic_only
map04,43,A,joint,0.5,target_positive_count::Left,1225,False,diagnostic_only
map04,43,A,joint,0.5,predicted_positive_count::Left,1090,False,diagnostic_only
map04,43,A,joint,0.5,per_class_f1::Right,0.44930875576036866,False,diagnostic_only
map04,43,A,joint,0.5,target_positive_count::Right,1339,False,diagnostic_only
map04,43,A,joint,0.5,predicted_positive_count::Right,1265,False,diagnostic_only
map04,43,S,joint,0.5,tie_averaged_aurc,0.42766308193077573,True,increasing
map04,43,S,joint,0.5,canonical_stable_aurc,0.4276847869183781,False,diagnostic_only
map04,43,S,joint,0.5,unsafe_acceptance_rate_90,0.4970745977571916,False,diagnostic_only
map04,43,S,joint,0.5,correctness_auroc,0.6019416661881184,False,diagnostic_only
map04,43,S,joint,0.5,ece,0.328591319182883,False,diagnostic_only
map04,43,S,joint,0.5,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
map04,43,S,joint,0.5,highest_confidence_decile_error_rate,0.35384615384615387,False,diagnostic_only
map04,43,S,joint,0.5,lowest_confidence_decile_error_rate,0.6307692307692307,False,diagnostic_only
map04,43,C1,joint,0.5,action_flip::brightness,0.4465657230634189,False,diagnostic_only
map04,43,C1,joint,0.5,action_flip::blur,0.46039060785604563,False,diagnostic_only
map04,43,C1,joint,0.5,action_flip::noise,0.4553434276936581,False,diagnostic_only
map04,43,C1,joint,0.5,action_flip::mean_three,0.45409991953770756,True,increasing
map04,43,R,joint,0.5,macro_f1,0.18646267792781193,True,decreasing
map04,43,R,joint,0.5,micro_f1,0.3501204291657543,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::green_light,0.47839195979899496,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::green_light,1574,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::green_light,1411,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::follow,0.3187250996015936,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::follow,667,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::follow,588,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::road_clear,0.2733812949640288,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::road_clear,941,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::road_clear,588,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::red_light,0.4073473797947056,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::red_light,1083,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::red_light,768,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::traffic_sign,0.23841059602649006,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::traffic_sign,302,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::traffic_sign,151,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::car,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::car,39,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::car,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::person,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::person,34,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::person,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::rider,0.4855072463768116,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::rider,1037,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::rider,895,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::other_obstacle,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::other_obstacle,89,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::other_obstacle,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::left_lane,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::left_lane,29,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::left_lane,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::left_green_light,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::left_green_light,136,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::left_green_light,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::left_follow,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::left_follow,68,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::left_follow,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::no_left_lane,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::no_left_lane,23,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::no_left_lane,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::left_obstacle,0.011299435028248588,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::left_obstacle,175,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::left_obstacle,2,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::left_solid_line,0.0,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::left_solid_line,69,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::left_solid_line,0,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::right_lane,0.3727891156462585,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::right_lane,860,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::right_lane,610,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::right_green_light,0.2361005331302361,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::right_green_light,897,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::right_green_light,416,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::right_follow,0.29326047358834245,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::right_follow,713,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::right_follow,385,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::no_right_lane,0.41741599621391384,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::no_right_lane,1182,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::no_right_lane,931,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::right_obstacle,0.14843006660323502,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::right_obstacle,826,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::right_obstacle,225,False,diagnostic_only
map04,43,R,joint,0.5,per_class_f1::right_solid_line,0.23465703971119134,False,diagnostic_only
map04,43,R,joint,0.5,target_positive_count::right_solid_line,403,False,diagnostic_only
map04,43,R,joint,0.5,predicted_positive_count::right_solid_line,151,False,diagnostic_only
map04,43,C1,joint,0.5,rationale_jaccard::brightness,0.5285897154560749,False,diagnostic_only
map04,43,C1,joint,0.5,rationale_jaccard::blur,0.517606612537488,False,diagnostic_only
map04,43,C1,joint,0.5,rationale_jaccard::noise,0.5183986958838835,False,diagnostic_only
map04,43,C1,joint,0.5,rationale_jaccard::mean_three,0.5215316746258155,True,decreasing
map04,43,A,action_only,0.75,macro_f1,0.4603920635866827,True,decreasing
map04,43,A,action_only,0.75,micro_f1,0.5020800459044613,False,diagnostic_only
map04,43,A,action_only,0.75,per_class_f1::Forward,0.6304979655105599,False,diagnostic_only
map04,43,A,action_only,0.75,target_positive_count::Forward,2484,False,diagnostic_only
map04,43,A,action_only,0.75,predicted_positive_count::Forward,2677,False,diagnostic_only
map04,43,A,action_only,0.75,per_class_f1::Stop,0.5183001719479243,False,diagnostic_only
map04,43,A,action_only,0.75,target_positive_count::Stop,2103,False,diagnostic_only
map04,43,A,action_only,0.75,predicted_positive_count::Stop,1968,False,diagnostic_only
map04,43,A,action_only,0.75,per_class_f1::Left,0.3288409703504043,False,diagnostic_only
map04,43,A,action_only,0.75,target_positive_count::Left,1225,False,diagnostic_only
map04,43,A,action_only,0.75,predicted_positive_count::Left,1001,False,diagnostic_only
map04,43,A,action_only,0.75,per_class_f1::Right,0.3639291465378422,False,diagnostic_only
map04,43,A,action_only,0.75,target_positive_count::Right,1339,False,diagnostic_only
map04,43,A,action_only,0.75,predicted_positive_count::Right,1145,False,diagnostic_only
map04,43,S,action_only,0.75,tie_averaged_aurc,0.476921668174778,True,increasing
map04,43,S,action_only,0.75,canonical_stable_aurc,0.4769365250404548,False,diagnostic_only
map04,43,S,action_only,0.75,unsafe_acceptance_rate_90,0.5185275475377864,False,diagnostic_only
map04,43,S,action_only,0.75,correctness_auroc,0.5535701942218094,False,diagnostic_only
map04,43,S,action_only,0.75,ece,0.32829506601944825,False,diagnostic_only
map04,43,S,action_only,0.75,exact_set_error_rate,0.5244678516567918,False,diagnostic_only
map04,43,S,action_only,0.75,highest_confidence_decile_error_rate,0.4175824175824176,False,diagnostic_only
map04,43,S,action_only,0.75,lowest_confidence_decile_error_rate,0.578021978021978,False,diagnostic_only
map04,43,C1,action_only,0.75,action_flip::brightness,0.6177309633530832,False,diagnostic_only
map04,43,C1,action_only,0.75,action_flip::blur,0.6227781435154707,False,diagnostic_only
map04,43,C1,action_only,0.75,action_flip::noise,0.6148782093482554,False,diagnostic_only
map04,43,C1,action_only,0.75,action_flip::mean_three,0.6184624387389365,True,increasing
map04,43,A,joint,0.75,macro_f1,0.46864570223459456,True,decreasing
map04,43,A,joint,0.75,micro_f1,0.5061126422160978,False,diagnostic_only
map04,43,A,joint,0.75,per_class_f1::Forward,0.6279294983536704,False,diagnostic_only
map04,43,A,joint,0.75,target_positive_count::Forward,2484,False,diagnostic_only
map04,43,A,joint,0.75,predicted_positive_count::Forward,2679,False,diagnostic_only
map04,43,A,joint,0.75,per_class_f1::Stop,0.5283853526665028,False,diagnostic_only
map04,43,A,joint,0.75,target_positive_count::Stop,2103,False,diagnostic_only
map04,43,A,joint,0.75,predicted_positive_count::Stop,1966,False,diagnostic_only
map04,43,A,joint,0.75,per_class_f1::Left,0.34730021598272137,False,diagnostic_only
map04,43,A,joint,0.75,target_positive_count::Left,1225,False,diagnostic_only
map04,43,A,joint,0.75,predicted_positive_count::Left,1090,False,diagnostic_only
map04,43,A,joint,0.75,per_class_f1::Right,0.3709677419354839,False,diagnostic_only
map04,43,A,joint,0.75,target_positive_count::Right,1339,False,diagnostic_only
map04,43,A,joint,0.75,predicted_positive_count::Right,1265,False,diagnostic_only
map04,43,S,joint,0.75,tie_averaged_aurc,0.45983850417827893,True,increasing
map04,43,S,joint,0.75,canonical_stable_aurc,0.45985672293102775,False,diagnostic_only
map04,43,S,joint,0.75,unsafe_acceptance_rate_90,0.5017064846416383,False,diagnostic_only
map04,43,S,joint,0.75,correctness_auroc,0.5633204131727827,False,diagnostic_only
map04,43,S,joint,0.75,ece,0.328591319182883,False,diagnostic_only
map04,43,S,joint,0.75,exact_set_error_rate,0.5104235242484091,False,diagnostic_only
map04,43,S,joint,0.75,highest_confidence_decile_error_rate,0.4087912087912088,False,diagnostic_only
map04,43,S,joint,0.75,lowest_confidence_decile_error_rate,0.589010989010989,False,diagnostic_only
map04,43,C1,joint,0.75,action_flip::brightness,0.618608733816107,False,diagnostic_only
map04,43,C1,joint,0.75,action_flip::blur,0.6251920122887865,False,diagnostic_only
map04,43,C1,joint,0.75,action_flip::noise,0.6234364713627386,False,diagnostic_only
map04,43,C1,joint,0.75,action_flip::mean_three,0.6224124058225441,True,increasing
map04,43,R,joint,0.75,macro_f1,0.13797736390395646,True,decreasing
map04,43,R,joint,0.75,micro_f1,0.26669586161594044,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::green_light,0.4,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::green_light,1574,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::green_light,1411,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::follow,0.22629482071713147,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::follow,667,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::follow,588,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::road_clear,0.2092871157619359,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::road_clear,941,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::road_clear,588,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::red_light,0.30686115613182063,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::red_light,1083,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::red_light,768,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::traffic_sign,0.1368653421633554,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::traffic_sign,302,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::traffic_sign,151,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::car,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::car,39,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::car,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::person,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::person,34,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::person,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::rider,0.3747412008281574,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::rider,1037,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::rider,895,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::other_obstacle,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::other_obstacle,89,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::other_obstacle,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::left_lane,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::left_lane,29,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::left_lane,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::left_green_light,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::left_green_light,136,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::left_green_light,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::left_follow,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::left_follow,68,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::left_follow,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::no_left_lane,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::no_left_lane,23,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::no_left_lane,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::left_obstacle,0.011299435028248588,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::left_obstacle,175,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::left_obstacle,2,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::left_solid_line,0.0,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::left_solid_line,69,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::left_solid_line,0,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::right_lane,0.2693877551020408,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::right_lane,860,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::right_lane,610,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::right_green_light,0.1706016755521706,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::right_green_light,897,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::right_green_light,416,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::right_follow,0.2185792349726776,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::right_follow,713,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::right_follow,385,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::no_right_lane,0.3095125414103171,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::no_right_lane,1182,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::no_right_lane,931,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::right_obstacle,0.11607992388201713,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::right_obstacle,826,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::right_obstacle,225,False,diagnostic_only
map04,43,R,joint,0.75,per_class_f1::right_solid_line,0.148014440433213,False,diagnostic_only
map04,43,R,joint,0.75,target_positive_count::right_solid_line,403,False,diagnostic_only
map04,43,R,joint,0.75,predicted_positive_count::right_solid_line,151,False,diagnostic_only
