seed,axis,model,control,metric,estimate
47,S,Action-Only,random,aurc,0.5237441508064543
47,S,Action-Only,random,unsafe_acceptance_rate_90,0.514383227693808
47,S,Action-Only,random,ece,0.25630069071441763
47,S,Action-Only,random,correctness_auroc,0.4933725266996132
47,S,Action-Only,random,exact_set_error_rate,0.5154707044107966
47,S,Action-Only,adversarial,aurc,0.8570069962951535
47,S,Action-Only,adversarial,unsafe_acceptance_rate_90,0.5726474890297416
47,S,Action-Only,adversarial,ece,0.8758278227034676
47,S,Action-Only,adversarial,correctness_auroc,0.0
47,S,Action-Only,adversarial,exact_set_error_rate,0.5154707044107966
47,S,Joint Action-Rationale,oracle,aurc,0.16942611057626542
47,S,Joint Action-Rationale,oracle,unsafe_acceptance_rate_90,0.46928327645051193
47,S,Joint Action-Rationale,oracle,ece,0.12602667451188468
47,S,Joint Action-Rationale,oracle,correctness_auroc,1.0
47,S,Joint Action-Rationale,oracle,exact_set_error_rate,0.522273425499232
47,S,Joint Action-Rationale,original,aurc,0.3789384007301017
47,S,Joint Action-Rationale,original,unsafe_acceptance_rate_90,0.4887859580692345
47,S,Joint Action-Rationale,original,ece,0.32974071614036227
47,S,Joint Action-Rationale,original,correctness_auroc,0.6851859393274995
47,S,Joint Action-Rationale,original,exact_set_error_rate,0.522273425499232
47,S,Joint Action-Rationale,random,aurc,0.5310216169066891
47,S,Joint Action-Rationale,random,unsafe_acceptance_rate_90,0.5236470014627012
47,S,Joint Action-Rationale,random,ece,0.25169239578354213
47,S,Joint Action-Rationale,random,correctness_auroc,0.4917720786063622
47,S,Joint Action-Rationale,random,exact_set_error_rate,0.522273425499232
47,S,Joint Action-Rationale,adversarial,aurc,0.861471042510446
47,S,Joint Action-Rationale,adversarial,unsafe_acceptance_rate_90,0.5802047781569966
47,S,Joint Action-Rationale,adversarial,ece,0.8760266745118845
47,S,Joint Action-Rationale,adversarial,correctness_auroc,0.0
47,S,Joint Action-Rationale,adversarial,exact_set_error_rate,0.522273425499232
47,C1_action,Action-Only,identity,self,0.0
47,C1_action,Action-Only,correct,brightness,0.10533245556287031
47,C1_action,Action-Only,correct,blur,0.13759052007899933
47,C1_action,Action-Only,correct,noise,0.12574061882817644
47,C1_action,Action-Only,correct,mean_three,0.1228878648233487
47,C1_action,Action-Only,wrong,brightness,0.7913100724160632
47,C1_action,Action-Only,wrong,blur,0.7904323019530393
47,C1_action,Action-Only,wrong,noise,0.7880184331797235
47,C1_action,Action-Only,wrong,mean_three,0.7899202691829421
47,C1_action,Joint Action-Rationale,identity,self,0.0
47,C1_action,Joint Action-Rationale,correct,brightness,0.10291858678955453
47,C1_action,Joint Action-Rationale,correct,blur,0.130348913759052
47,C1_action,Joint Action-Rationale,correct,noise,0.10840465218345402
47,C1_action,Joint Action-Rationale,correct,mean_three,0.11389071757735351
47,C1_action,Joint Action-Rationale,wrong,brightness,0.7978933508887426
47,C1_action,Joint Action-Rationale,wrong,blur,0.7961378099626948
47,C1_action,Joint Action-Rationale,wrong,noise,0.7963572525784507
47,C1_action,Joint Action-Rationale,wrong,mean_three,0.7967961378099626
47,C1_rationale,Joint Action-Rationale,identity,self,1.0
47,C1_rationale,Joint Action-Rationale,correct,brightness,0.9209092239046157
47,C1_rationale,Joint Action-Rationale,correct,blur,0.884551239850779
47,C1_rationale,Joint Action-Rationale,correct,noise,0.9108697242337797
47,C1_rationale,Joint Action-Rationale,correct,mean_three,0.9054433959963913
47,C1_rationale,Joint Action-Rationale,wrong,brightness,0.11355815751799953
47,C1_rationale,Joint Action-Rationale,wrong,blur,0.11432699039677313
47,C1_rationale,Joint Action-Rationale,wrong,noise,0.11424574438070159
47,C1_rationale,Joint Action-Rationale,wrong,mean_three,0.11404363076515807
