record_type,seed,family,axis,component,level,value,class_index,f1,target_positive,predicted_positive,diagnostic
safety_diagnostic,43,noise,S,joint,3,0.6958376429398333,,,,,correctness_auroc
safety_diagnostic,43,noise,S,joint,3,0.32656266782002236,,,,,ece
safety_diagnostic,43,noise,S,joint,3,0.5130568356374808,,,,,exact_set_error_rate
safety_diagnostic,43,noise,S,joint,3,0.1978021978021978,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,noise,S,joint,3,0.7978021978021979,,,,,lowest_confidence_decile_error_rate
rationale_class,43,noise,R,joint_rationale,3,,0,0.6296033994334278,1574,1250,
rationale_class,43,noise,R,joint_rationale,3,,1,0.5158730158730159,667,593,
rationale_class,43,noise,R,joint_rationale,3,,2,0.34522111269614836,941,461,
rationale_class,43,noise,R,joint_rationale,3,,3,0.619198312236287,1083,813,
rationale_class,43,noise,R,joint_rationale,3,,4,0.47555555555555556,302,148,
rationale_class,43,noise,R,joint_rationale,3,,5,0.0,39,0,
rationale_class,43,noise,R,joint_rationale,3,,6,0.0,34,0,
rationale_class,43,noise,R,joint_rationale,3,,7,0.7447570332480818,1037,918,
rationale_class,43,noise,R,joint_rationale,3,,8,0.0,89,0,
rationale_class,43,noise,R,joint_rationale,3,,9,0.0,29,0,
rationale_class,43,noise,R,joint_rationale,3,,10,0.0,136,0,
rationale_class,43,noise,R,joint_rationale,3,,11,0.0,68,0,
rationale_class,43,noise,R,joint_rationale,3,,12,0.0,23,0,
rationale_class,43,noise,R,joint_rationale,3,,13,0.0223463687150838,175,4,
rationale_class,43,noise,R,joint_rationale,3,,14,0.0,69,0,
rationale_class,43,noise,R,joint_rationale,3,,15,0.5490981963927856,860,637,
rationale_class,43,noise,R,joint_rationale,3,,16,0.3826879271070615,897,420,
rationale_class,43,noise,R,joint_rationale,3,,17,0.40513290559120074,713,378,
rationale_class,43,noise,R,joint_rationale,3,,18,0.6161806208842897,1182,944,
rationale_class,43,noise,R,joint_rationale,3,,19,0.26744186046511625,826,206,
rationale_class,43,noise,R,joint_rationale,3,,20,0.2846580406654344,403,138,
action_class,43,noise,A,action_only,4,,0,0.7983409046020146,2484,2579,
action_class,43,noise,A,action_only,4,,1,0.750832144555397,2103,2103,
action_class,43,noise,A,action_only,4,,2,0.5108910891089109,1225,795,
action_class,43,noise,A,action_only,4,,3,0.5628485628485629,1339,992,
safety_diagnostic,43,noise,S,action_only,4,0.3659513357306943,,,,,tie_averaged_aurc
safety_diagnostic,43,noise,S,action_only,4,0.3659659408933985,,,,,canonical_stable_aurc
safety_diagnostic,43,noise,S,action_only,4,0.48927352510970257,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,noise,S,action_only,4,0.6856739973048444,,,,,correctness_auroc
safety_diagnostic,43,noise,S,action_only,4,0.3202965700181856,,,,,ece
safety_diagnostic,43,noise,S,action_only,4,0.5207373271889401,,,,,exact_set_error_rate
safety_diagnostic,43,noise,S,action_only,4,0.1956043956043956,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,noise,S,action_only,4,0.8043956043956044,,,,,lowest_confidence_decile_error_rate
action_class,43,noise,A,joint,4,,0,0.801762114537445,2484,2510,
action_class,43,noise,A,joint,4,,1,0.765897315120113,2103,2143,
action_class,43,noise,A,joint,4,,2,0.5711775043936731,1225,1051,
action_class,43,noise,A,joint,4,,3,0.6041828040278854,1339,1243,
safety_diagnostic,43,noise,S,joint,4,0.35658592612240936,,,,,tie_averaged_aurc
safety_diagnostic,43,noise,S,joint,4,0.3565938154879935,,,,,canonical_stable_aurc
safety_diagnostic,43,noise,S,joint,4,0.4787908337396392,,,,,unsafe_acceptance_rate_90
safety_diagnostic,43,noise,S,joint,4,0.6983986958848505,,,,,correctness_auroc
safety_diagnostic,43,noise,S,joint,4,0.3265853908911732,,,,,ece
safety_diagnostic,43,noise,S,joint,4,0.5143734913320167,,,,,exact_set_error_rate
safety_diagnostic,43,noise,S,joint,4,0.18681318681318682,,,,,highest_confidence_decile_error_rate
safety_diagnostic,43,noise,S,joint,4,0.8351648351648352,,,,,lowest_confidence_decile_error_rate
rationale_class,43,noise,R,joint_rationale,4,,0,0.6170977011494253,1574,1210,
rationale_class,43,noise,R,joint_rationale,4,,1,0.5171588188347965,667,586,
rationale_class,43,noise,R,joint_rationale,4,,2,0.34014598540145985,941,429,
rationale_class,43,noise,R,joint_rationale,4,,3,0.627471383975026,1083,839,
rationale_class,43,noise,R,joint_rationale,4,,4,0.4601366742596811,302,137,
rationale_class,43,noise,R,joint_rationale,4,,5,0.0,39,0,
rationale_class,43,noise,R,joint_rationale,4,,6,0.0,34,0,
rationale_class,43,noise,R,joint_rationale,4,,7,0.7429451000513083,1037,912,
rationale_class,43,noise,R,joint_rationale,4,,8,0.0,89,0,
rationale_class,43,noise,R,joint_rationale,4,,9,0.0,29,0,
rationale_class,43,noise,R,joint_rationale,4,,10,0.0,136,0,
rationale_class,43,noise,R,joint_rationale,4,,11,0.0,68,0,
rationale_class,43,noise,R,joint_rationale,4,,12,0.0,23,0,
rationale_class,43,noise,R,joint_rationale,4,,13,0.011235955056179775,175,3,
rationale_class,43,noise,R,joint_rationale,4,,14,0.0,69,0,
rationale_class,43,noise,R,joint_rationale,4,,15,0.5402144772117963,860,632,
rationale_class,43,noise,R,joint_rationale,4,,16,0.3834355828220859,897,407,
rationale_class,43,noise,R,joint_rationale,4,,17,0.3918291550603528,713,364,
rationale_class,43,noise,R,joint_rationale,4,,18,0.608983451536643,1182,933,
rationale_class,43,noise,R,joint_rationale,4,,19,0.2590068159688413,826,201,
rationale_class,43,noise,R,joint_rationale,4,,20,0.2776735459662289,403,130,
primary_curve,44,brightness,A,action_only,0,0.6683865626209756,,,,,
primary_curve,44,brightness,A,action_only,1,0.6653143258304588,,,,,
primary_curve,44,brightness,A,action_only,2,0.6708032943160047,,,,,
primary_curve,44,brightness,A,action_only,3,0.6674359009947624,,,,,
primary_curve,44,brightness,A,action_only,4,0.6647517957847203,,,,,
primary_curve,44,brightness,A,joint,0,0.6938817136532921,,,,,
primary_curve,44,brightness,A,joint,1,0.6933278970187187,,,,,
primary_curve,44,brightness,A,joint,2,0.694926171667851,,,,,
primary_curve,44,brightness,A,joint,3,0.6926845737344383,,,,,
primary_curve,44,brightness,A,joint,4,0.6909224064720185,,,,,
primary_curve,44,blur,A,action_only,0,0.6683865626209756,,,,,
primary_curve,44,blur,A,action_only,1,0.6690239675943611,,,,,
primary_curve,44,blur,A,action_only,2,0.667737563067374,,,,,
primary_curve,44,blur,A,action_only,3,0.6597207011848922,,,,,
primary_curve,44,blur,A,action_only,4,0.6427662010577495,,,,,
primary_curve,44,blur,A,joint,0,0.6938817136532921,,,,,
primary_curve,44,blur,A,joint,1,0.694016323958478,,,,,
primary_curve,44,blur,A,joint,2,0.693364707439285,,,,,
primary_curve,44,blur,A,joint,3,0.690329689789529,,,,,
primary_curve,44,blur,A,joint,4,0.6887716517722682,,,,,
primary_curve,44,noise,A,action_only,0,0.6683865626209756,,,,,
primary_curve,44,noise,A,action_only,1,0.6638137121003289,,,,,
primary_curve,44,noise,A,action_only,2,0.6570433664766742,,,,,
primary_curve,44,noise,A,action_only,3,0.6561252461860572,,,,,
primary_curve,44,noise,A,action_only,4,0.6515802060976116,,,,,
primary_curve,44,noise,A,joint,0,0.6938817136532921,,,,,
primary_curve,44,noise,A,joint,1,0.6921940051177221,,,,,
primary_curve,44,noise,A,joint,2,0.6946804010794663,,,,,
primary_curve,44,noise,A,joint,3,0.6958955189971896,,,,,
primary_curve,44,noise,A,joint,4,0.6969443714095666,,,,,
primary_curve,44,brightness,R,joint_rationale,0,0.2769215576808766,,,,,
primary_curve,44,brightness,R,joint_rationale,1,0.2760370065674274,,,,,
primary_curve,44,brightness,R,joint_rationale,2,0.2756749824722976,,,,,
primary_curve,44,brightness,R,joint_rationale,3,0.27410137655175915,,,,,
primary_curve,44,brightness,R,joint_rationale,4,0.2721495969466352,,,,,
primary_curve,44,blur,R,joint_rationale,0,0.2769215576808766,,,,,
primary_curve,44,blur,R,joint_rationale,1,0.27718938140741745,,,,,
primary_curve,44,blur,R,joint_rationale,2,0.27800582835045473,,,,,
primary_curve,44,blur,R,joint_rationale,3,0.276195301891003,,,,,
primary_curve,44,blur,R,joint_rationale,4,0.27502567138808914,,,,,
primary_curve,44,noise,R,joint_rationale,0,0.2769215576808766,,,,,
primary_curve,44,noise,R,joint_rationale,1,0.2750996507276871,,,,,
primary_curve,44,noise,R,joint_rationale,2,0.2726618388937811,,,,,
primary_curve,44,noise,R,joint_rationale,3,0.2725468106443894,,,,,
primary_curve,44,noise,R,joint_rationale,4,0.27167926874868237,,,,,
primary_curve,44,brightness,S,action_only,0,0.3999276701854974,,,,,
primary_curve,44,brightness,S,action_only,1,0.40550417225117014,,,,,
primary_curve,44,brightness,S,action_only,2,0.4030144501051682,,,,,
primary_curve,44,brightness,S,action_only,3,0.40594100205776523,,,,,
primary_curve,44,brightness,S,action_only,4,0.4077404104237341,,,,,
primary_curve,44,brightness,S,joint,0,0.39182521865478787,,,,,
primary_curve,44,brightness,S,joint,1,0.3915134385075406,,,,,
primary_curve,44,brightness,S,joint,2,0.39146254367736466,,,,,
primary_curve,44,brightness,S,joint,3,0.38976932188573865,,,,,
primary_curve,44,brightness,S,joint,4,0.3986651295378015,,,,,
primary_curve,44,blur,S,action_only,0,0.3999276701854974,,,,,
primary_curve,44,blur,S,action_only,1,0.40101427865613914,,,,,
primary_curve,44,blur,S,action_only,2,0.3960455425808622,,,,,
primary_curve,44,blur,S,action_only,3,0.39589576826885015,,,,,
primary_curve,44,blur,S,action_only,4,0.3944441917238608,,,,,
primary_curve,44,blur,S,joint,0,0.39182521865478787,,,,,
primary_curve,44,blur,S,joint,1,0.3892437104541256,,,,,
primary_curve,44,blur,S,joint,2,0.3928958341328423,,,,,
primary_curve,44,blur,S,joint,3,0.39590291952181955,,,,,
primary_curve,44,blur,S,joint,4,0.3856540723062814,,,,,
primary_curve,44,noise,S,action_only,0,0.3999276701854974,,,,,
primary_curve,44,noise,S,action_only,1,0.39691728023486605,,,,,
primary_curve,44,noise,S,action_only,2,0.39710829312976076,,,,,
primary_curve,44,noise,S,action_only,3,0.3951206836163241,,,,,
primary_curve,44,noise,S,action_only,4,0.39435597684937,,,,,
primary_curve,44,noise,S,joint,0,0.39182521865478787,,,,,
primary_curve,44,noise,S,joint,1,0.3915105593779673,,,,,
primary_curve,44,noise,S,joint,2,0.38337948281135165,,,,,
primary_curve,44,noise,S,joint,3,0.3860906440716062,,,,,
primary_curve,44,noise,S,joint,4,0.3820865730171427,,,,,
primary_curve,44,brightness,C1,action_only_flip,0,0.0,,,,,
primary_curve,44,brightness,C1,action_only_flip,1,0.06385780118499013,,,,,
primary_curve,44,brightness,C1,action_only_flip,2,0.09765196401141102,,,,,
primary_curve,44,brightness,C1,action_only_flip,3,0.15009874917709018,,,,,
primary_curve,44,brightness,C1,action_only_flip,4,0.19398727232828616,,,,,
primary_curve,44,brightness,C1,joint_flip,0,0.0,,,,,
primary_curve,44,brightness,C1,joint_flip,1,0.06649111257406189,,,,,
primary_curve,44,brightness,C1,joint_flip,2,0.10445468509984639,,,,,
primary_curve,44,brightness,C1,joint_flip,3,0.15382927364494184,,,,,
primary_curve,44,brightness,C1,joint_flip,4,0.19376782971253018,,,,,
primary_curve,44,brightness,C1,joint_rationale_jaccard,0,1.0,,,,,
primary_curve,44,brightness,C1,joint_rationale_jaccard,1,0.9501353229463833,,,,,
primary_curve,44,brightness,C1,joint_rationale_jaccard,2,0.9244934532952973,,,,,
primary_curve,44,brightness,C1,joint_rationale_jaccard,3,0.8739375320020493,,,,,
primary_curve,44,brightness,C1,joint_rationale_jaccard,4,0.8441372247823872,,,,,
primary_curve,44,blur,C1,action_only_flip,0,0.0,,,,,
primary_curve,44,blur,C1,action_only_flip,1,0.041694096993636166,,,,,
primary_curve,44,blur,C1,action_only_flip,2,0.12705727452271232,,,,,
primary_curve,44,blur,C1,action_only_flip,3,0.20649550142637701,,,,,
primary_curve,44,blur,C1,action_only_flip,4,0.2696949747640992,,,,,
primary_curve,44,blur,C1,joint_flip,0,0.0,,,,,
primary_curve,44,blur,C1,joint_flip,1,0.05025235900811938,,,,,
primary_curve,44,blur,C1,joint_flip,2,0.130568356374808,,,,,
primary_curve,44,blur,C1,joint_flip,3,0.20078999341672152,,,,,
primary_curve,44,blur,C1,joint_flip,4,0.2519201228878648,,,,,
primary_curve,44,blur,C1,joint_rationale_jaccard,0,1.0,,,,,
primary_curve,44,blur,C1,joint_rationale_jaccard,1,0.9654121863799285,,,,,
primary_curve,44,blur,C1,joint_rationale_jaccard,2,0.9024943310657605,,,,,
primary_curve,44,blur,C1,joint_rationale_jaccard,3,0.8369614512471668,,,,,
primary_curve,44,blur,C1,joint_rationale_jaccard,4,0.7805500694901626,,,,,
primary_curve,44,noise,C1,action_only_flip,0,0.0,,,,,
primary_curve,44,noise,C1,action_only_flip,1,0.07790212859337284,,,,,
primary_curve,44,noise,C1,action_only_flip,2,0.13078779899056397,,,,,
primary_curve,44,noise,C1,action_only_flip,3,0.16787360105332455,,,,,
primary_curve,44,noise,C1,action_only_flip,4,0.19925389510642966,,,,,
primary_curve,44,noise,C1,joint_flip,0,0.0,,,,,
primary_curve,44,noise,C1,joint_flip,1,0.07812157120912881,,,,,
primary_curve,44,noise,C1,joint_flip,2,0.10862409479921001,,,,,
primary_curve,44,noise,C1,joint_flip,3,0.14088215931533904,,,,,
primary_curve,44,noise,C1,joint_flip,4,0.17204301075268819,,,,,
primary_curve,44,noise,C1,joint_rationale_jaccard,0,1.0,,,,,
primary_curve,44,noise,C1,joint_rationale_jaccard,1,0.9405200789993422,,,,,
primary_curve,44,noise,C1,joint_rationale_jaccard,2,0.9122851291054065,,,,,
primary_curve,44,noise,C1,joint_rationale_jaccard,3,0.878384902348037,,,,,
primary_curve,44,noise,C1,joint_rationale_jaccard,4,0.852512617950407,,,,,
action_class,44,brightness,A,action_only,0,,0,0.7993012422360248,2484,2668,
action_class,44,brightness,A,action_only,0,,1,0.7506715506715507,2103,1992,
action_class,44,brightness,A,action_only,0,,2,0.5547584887613582,1225,866,
action_class,44,brightness,A,action_only,0,,3,0.5688149688149688,1339,1066,
safety_diagnostic,44,brightness,S,action_only,0,0.3999276701854974,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,action_only,0,0.39995108947180996,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,action_only,0,0.4900048756704047,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,action_only,0,0.6701972317270037,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,action_only,0,0.3280800593920099,,,,,ece
safety_diagnostic,44,brightness,S,action_only,0,0.5249067368883037,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,action_only,0,0.3120879120879121,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,action_only,0,0.8395604395604396,,,,,lowest_confidence_decile_error_rate
action_class,44,brightness,A,joint,0,,0,0.8147451570434455,2484,2833,
action_class,44,brightness,A,joint,0,,1,0.7556803676282869,2103,1814,
action_class,44,brightness,A,joint,0,,2,0.6065773447015834,1225,1238,
action_class,44,brightness,A,joint,0,,3,0.5985239852398524,1339,1371,
safety_diagnostic,44,brightness,S,joint,0,0.39182521865478787,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,joint,0,0.3918369113040415,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,joint,0,0.4907362262311068,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,joint,0,0.6663743441556337,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,joint,0,0.3470004931737897,,,,,ece
safety_diagnostic,44,brightness,S,joint,0,0.5207373271889401,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,joint,0,0.27472527472527475,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,joint,0,0.7912087912087912,,,,,lowest_confidence_decile_error_rate
rationale_class,44,brightness,R,joint_rationale,0,,0,0.6703431372549019,1574,1690,
rationale_class,44,brightness,R,joint_rationale,0,,1,0.4576744186046512,667,408,
rationale_class,44,brightness,R,joint_rationale,0,,2,0.44126416219439474,941,736,
rationale_class,44,brightness,R,joint_rationale,0,,3,0.6110812264658418,1083,776,
rationale_class,44,brightness,R,joint_rationale,0,,4,0.45248868778280543,302,140,
rationale_class,44,brightness,R,joint_rationale,0,,5,0.0,39,0,
rationale_class,44,brightness,R,joint_rationale,0,,6,0.0,34,0,
rationale_class,44,brightness,R,joint_rationale,0,,7,0.7510504201680672,1037,867,
rationale_class,44,brightness,R,joint_rationale,0,,8,0.0,89,0,
rationale_class,44,brightness,R,joint_rationale,0,,9,0.0,29,0,
rationale_class,44,brightness,R,joint_rationale,0,,10,0.0,136,0,
rationale_class,44,brightness,R,joint_rationale,0,,11,0.0,68,0,
rationale_class,44,brightness,R,joint_rationale,0,,12,0.0,23,0,
rationale_class,44,brightness,R,joint_rationale,0,,13,0.03296703296703297,175,7,
rationale_class,44,brightness,R,joint_rationale,0,,14,0.0,69,0,
rationale_class,44,brightness,R,joint_rationale,0,,15,0.5136531365313654,860,495,
rationale_class,44,brightness,R,joint_rationale,0,,16,0.4027047332832457,897,434,
rationale_class,44,brightness,R,joint_rationale,0,,17,0.39848914069877245,713,346,
rationale_class,44,brightness,R,joint_rationale,0,,18,0.5672544080604534,1182,803,
rationale_class,44,brightness,R,joint_rationale,0,,19,0.2556818181818182,826,230,
rationale_class,44,brightness,R,joint_rationale,0,,20,0.2607003891050584,403,111,
action_class,44,brightness,A,action_only,1,,0,0.7990645098421361,2484,2647,
action_class,44,brightness,A,action_only,1,,1,0.7499394819656258,2103,2028,
action_class,44,brightness,A,action_only,1,,2,0.5438931297709924,1225,871,
action_class,44,brightness,A,action_only,1,,3,0.5683601817430813,1339,1082,
safety_diagnostic,44,brightness,S,action_only,1,0.40550417225117014,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,action_only,1,0.4055278510792998,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,action_only,1,0.4975621647976597,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,action_only,1,0.6734856854180495,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,action_only,1,0.33408628533108187,,,,,ece
safety_diagnostic,44,brightness,S,action_only,1,0.5319289005924951,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,action_only,1,0.3208791208791209,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,action_only,1,0.8417582417582418,,,,,lowest_confidence_decile_error_rate
action_class,44,brightness,A,joint,1,,0,0.8142830153032307,2484,2809,
action_class,44,brightness,A,joint,1,,1,0.7572371762315896,2103,1835,
action_class,44,brightness,A,joint,1,,2,0.604293236127987,1225,1244,
action_class,44,brightness,A,joint,1,,3,0.5974981604120677,1339,1379,
safety_diagnostic,44,brightness,S,joint,1,0.3915134385075406,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,joint,1,0.39152921765464455,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,joint,1,0.4909800097513408,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,joint,1,0.6719107446532806,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,joint,1,0.35140214306329653,,,,,ece
safety_diagnostic,44,brightness,S,joint,1,0.5253456221198156,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,joint,1,0.27472527472527475,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,joint,1,0.8351648351648352,,,,,lowest_confidence_decile_error_rate
rationale_class,44,brightness,R,joint_rationale,1,,0,0.6683046683046683,1574,1682,
rationale_class,44,brightness,R,joint_rationale,1,,1,0.45368620037807184,667,391,
rationale_class,44,brightness,R,joint_rationale,1,,2,0.4375,941,723,
rationale_class,44,brightness,R,joint_rationale,1,,3,0.617363344051447,1083,783,
rationale_class,44,brightness,R,joint_rationale,1,,4,0.45598194130925507,302,141,
rationale_class,44,brightness,R,joint_rationale,1,,5,0.0,39,0,
rationale_class,44,brightness,R,joint_rationale,1,,6,0.0,34,0,
rationale_class,44,brightness,R,joint_rationale,1,,7,0.7507853403141361,1037,873,
rationale_class,44,brightness,R,joint_rationale,1,,8,0.0,89,0,
rationale_class,44,brightness,R,joint_rationale,1,,9,0.0,29,0,
rationale_class,44,brightness,R,joint_rationale,1,,10,0.0,136,0,
rationale_class,44,brightness,R,joint_rationale,1,,11,0.0,68,0,
rationale_class,44,brightness,R,joint_rationale,1,,12,0.0,23,0,
rationale_class,44,brightness,R,joint_rationale,1,,13,0.022099447513812154,175,6,
rationale_class,44,brightness,R,joint_rationale,1,,14,0.0,69,0,
rationale_class,44,brightness,R,joint_rationale,1,,15,0.5116959064327485,860,508,
rationale_class,44,brightness,R,joint_rationale,1,,16,0.3987915407854985,897,427,
rationale_class,44,brightness,R,joint_rationale,1,,17,0.3916349809885932,713,339,
rationale_class,44,brightness,R,joint_rationale,1,,18,0.572,1182,818,
rationale_class,44,brightness,R,joint_rationale,1,,19,0.25572519083969464,826,222,
rationale_class,44,brightness,R,joint_rationale,1,,20,0.26120857699805067,403,110,
action_class,44,brightness,A,action_only,2,,0,0.7981257321358844,2484,2638,
action_class,44,brightness,A,action_only,2,,1,0.7565091610414658,2103,2045,
action_class,44,brightness,A,action_only,2,,2,0.5492622560685388,1225,876,
action_class,44,brightness,A,action_only,2,,3,0.5793160280181294,1339,1088,
safety_diagnostic,44,brightness,S,action_only,2,0.4030144501051682,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,action_only,2,0.4030331394684294,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,action_only,2,0.492686494392979,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,action_only,2,0.671623686447226,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,action_only,2,0.32826098864177267,,,,,ece
safety_diagnostic,44,brightness,S,action_only,2,0.5266622778143516,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,action_only,2,0.3252747252747253,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,action_only,2,0.832967032967033,,,,,lowest_confidence_decile_error_rate
action_class,44,brightness,A,joint,2,,0,0.8113421550094518,2484,2806,
action_class,44,brightness,A,joint,2,,1,0.7604639435199193,2103,1863,
action_class,44,brightness,A,joint,2,,2,0.6084115965700286,1225,1224,
action_class,44,brightness,A,joint,2,,3,0.5994869915720044,1339,1390,
safety_diagnostic,44,brightness,S,joint,2,0.39146254367736466,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,joint,2,0.39147349209464466,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,joint,2,0.48951730862993664,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,joint,2,0.6704732346645994,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,joint,2,0.34908686212510565,,,,,ece
safety_diagnostic,44,brightness,S,joint,2,0.5231511959622559,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,joint,2,0.27912087912087913,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,joint,2,0.8263736263736263,,,,,lowest_confidence_decile_error_rate
rationale_class,44,brightness,R,joint_rationale,2,,0,0.6599202698558724,1574,1687,
rationale_class,44,brightness,R,joint_rationale,2,,1,0.4524714828897338,667,385,
rationale_class,44,brightness,R,joint_rationale,2,,2,0.4383727990285367,941,706,
rationale_class,44,brightness,R,joint_rationale,2,,3,0.6165333333333334,1083,792,
rationale_class,44,brightness,R,joint_rationale,2,,4,0.4479638009049774,302,140,
rationale_class,44,brightness,R,joint_rationale,2,,5,0.0,39,0,
rationale_class,44,brightness,R,joint_rationale,2,,6,0.0,34,0,
rationale_class,44,brightness,R,joint_rationale,2,,7,0.7576862949452841,1037,882,
rationale_class,44,brightness,R,joint_rationale,2,,8,0.0,89,0,
rationale_class,44,brightness,R,joint_rationale,2,,9,0.0,29,0,
rationale_class,44,brightness,R,joint_rationale,2,,10,0.0,136,0,
rationale_class,44,brightness,R,joint_rationale,2,,11,0.0,68,0,
rationale_class,44,brightness,R,joint_rationale,2,,12,0.0,23,0,
rationale_class,44,brightness,R,joint_rationale,2,,13,0.022099447513812154,175,6,
rationale_class,44,brightness,R,joint_rationale,2,,14,0.0,69,0,
rationale_class,44,brightness,R,joint_rationale,2,,15,0.5121056493030081,860,503,
rationale_class,44,brightness,R,joint_rationale,2,,16,0.39969604863221886,897,419,
rationale_class,44,brightness,R,joint_rationale,2,,17,0.40458015267175573,713,335,
rationale_class,44,brightness,R,joint_rationale,2,,18,0.5732931726907631,1182,810,
rationale_class,44,brightness,R,joint_rationale,2,,19,0.24904942965779467,826,226,
rationale_class,44,brightness,R,joint_rationale,2,,20,0.2554027504911591,403,106,
action_class,44,brightness,A,action_only,3,,0,0.7961621304092422,2484,2623,
action_class,44,brightness,A,action_only,3,,1,0.7568345323741007,2103,2067,
action_class,44,brightness,A,action_only,3,,2,0.5461465271170314,1225,877,
action_class,44,brightness,A,action_only,3,,3,0.5706004140786749,1339,1076,
safety_diagnostic,44,brightness,S,action_only,3,0.40594100205776523,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,action_only,3,0.4059747287930645,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,action_only,3,0.49634324719648953,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,action_only,3,0.6702122089203874,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,action_only,3,0.3279822218696897,,,,,ece
safety_diagnostic,44,brightness,S,action_only,3,0.5277594908931315,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,action_only,3,0.31868131868131866,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,action_only,3,0.810989010989011,,,,,lowest_confidence_decile_error_rate
action_class,44,brightness,A,joint,3,,0,0.8124166825366597,2484,2767,
action_class,44,brightness,A,joint,3,,1,0.7575833542241163,2103,1886,
action_class,44,brightness,A,joint,3,,2,0.5958316305680424,1225,1222,
action_class,44,brightness,A,joint,3,,3,0.6049066276089344,1339,1392,
safety_diagnostic,44,brightness,S,joint,3,0.38976932188573865,,,,,tie_averaged_aurc
safety_diagnostic,44,brightness,S,joint,3,0.389793436354331,,,,,canonical_stable_aurc
safety_diagnostic,44,brightness,S,joint,3,0.492442710872745,,,,,unsafe_acceptance_rate_90
safety_diagnostic,44,brightness,S,joint,3,0.6693335070500015,,,,,correctness_auroc
safety_diagnostic,44,brightness,S,joint,3,0.3485677117395977,,,,,ece
safety_diagnostic,44,brightness,S,joint,3,0.5227123107307439,,,,,exact_set_error_rate
safety_diagnostic,44,brightness,S,joint,3,0.2967032967032967,,,,,highest_confidence_decile_error_rate
safety_diagnostic,44,brightness,S,joint,3,0.7956043956043956,,,,,lowest_confidence_decile_error_rate
rationale_class,44,brightness,R,joint_rationale,3,,0,0.6588597842835131,1574,1671,
rationale_class,44,brightness,R,joint_rationale,3,,1,0.4541984732824427,667,381,
rationale_class,44,brightness,R,joint_rationale,3,,2,0.42857142857142855,941,683,
rationale_class,44,brightness,R,joint_rationale,3,,3,0.6139139670738184,1083,800,
rationale_class,44,brightness,R,joint_rationale,3,,4,0.4444444444444444,302,139,
rationale_class,44,brightness,R,joint_rationale,3,,5,0.0,39,0,
rationale_class,44,brightness,R,joint_rationale,3,,6,0.0,34,0,
rationale_class,44,brightness,R,joint_rationale,3,,7,0.7513007284079084,1037,885,
rationale_class,44,brightness,R,joint_rationale,3,,8,0.0,89,0,
rationale_class,44,brightness,R,joint_rationale,3,,9,0.0,29,0,
